term,borrowrate,listingcategory,isborrowerhomeowner,incomeverifiable,recommendation
36,0.1599,1,False,True,0
36,0.1153,3,False,True,0
36,0.1535,1,True,False,0
36,0.3177,8,True,True,0
36,0.1099,1,True,True,0
36,0.2699,1,False,True,0
36,0.105,1,True,True,0
60,0.231,7,True,True,0
36,0.1559,14,False,True,0
36,0.15,2,True,True,0
36,0.2346,1,True,True,0
36,0.1089,1,False,True,0
60,0.0949,1,False,True,0
36,0.125,0,True,True,0
60,0.1099,6,False,False,0
60,0.2573,1,False,True,0
36,0.105,0,False,True,0
36,0.1274,1,False,False,0
36,0.167,0,True,True,0
36,0.2255,7,True,True,0
36,0.275,7,False,True,0
60,0.2304,1,False,True,0
36,0.2599,1,True,True,0
36,0.1195,3,False,True,0
36,0.3269,1,True,True,0
36,0.15,1,True,True,0
36,0.1795,1,False,True,0
36,0.155,1,False,True,0
12,0.1279,15,True,True,0
36,0.1099,1,True,True,0
36,0.142,4,True,True,0
36,0.2786,2,True,True,0
36,0.2355,0,False,True,0
36,0.19,0,True,True,0
36,0.3199,1,False,True,0
36,0.2248,0,True,True,0
36,0.2099,13,True,True,0
36,0.173,14,False,False,0
36,0.1707,1,True,True,0
36,0.1875,20,False,True,0
36,0.35,2,False,True,0
36,0.1089,1,True,False,0
36,0.236,2,True,True,0
36,0.0775,0,False,True,0
36,0.1639,1,False,True,0
36,0.2346,1,True,True,0
36,0.1,0,False,True,1
60,0.1675,1,False,True,0
36,0.2574,1,False,True,0
36,0.2045,1,True,True,0
36,0.2511,1,False,True,0
60,0.0809,7,True,True,0
36,0.35,7,True,True,0
36,0.2549,1,False,True,0
36,0.1459,1,True,True,0
36,0.2599,1,False,True,0
36,0.2254,1,False,True,0
36,0.1274,1,False,True,0
36,0.2199,18,True,False,0
36,0.1119,1,False,True,0
60,0.2151,1,True,True,0
36,0.3177,7,True,True,0
60,0.2235,1,False,False,0
36,0.1799,1,False,True,0
36,0.26,2,True,True,2
36,0.14,3,False,True,0
36,0.127,1,False,True,0
36,0.3177,1,False,True,0
36,0.3199,1,True,True,0
60,0.2118,13,False,True,0
36,0.1139,1,False,True,0
36,0.1525,0,False,True,0
60,0.2962,1,False,False,0
36,0.0935,0,False,False,0
36,0.11,0,True,True,2
36,0.1239,1,False,True,0
36,0.3127,1,True,False,0
36,0.2699,1,False,True,0
36,0.1905,1,False,True,0
36,0.22,1,True,True,0
36,0.176,1,True,True,0
12,0.1434,16,False,True,0
36,0.0825,0,True,True,0
60,0.3165,1,False,True,0
36,0.2346,1,False,True,0
36,0.1129,1,True,True,0
36,0.185,0,False,True,0
36,0.235,0,True,True,0
60,0.1551,1,True,True,0
60,0.2284,1,True,True,0
60,0.194,1,True,True,0
36,0.097,2,True,True,0
60,0.1435,20,True,True,0
36,0.2499,7,True,True,0
60,0.1551,1,True,True,0
36,0.3199,1,True,True,0
36,0.099,1,False,True,0
36,0.295,7,True,True,0
36,0.2932,1,False,True,0
60,0.2579,1,True,True,0
36,0.2566,1,False,True,0
60,0.1435,1,True,True,0
36,0.23,0,False,True,2
36,0.0849,1,False,True,0
60,0.3232,2,True,True,0
36,0.071,2,True,False,0
36,0.201,1,False,True,0
60,0.166,3,False,True,0
60,0.1499,1,True,True,0
60,0.2629,1,False,True,0
36,0.0974,1,False,True,0
36,0.197,1,False,True,0
36,0.1799,7,False,True,0
36,0.105,1,True,True,0
36,0.149,6,False,True,0
36,0.2346,14,False,True,0
36,0.35,1,False,True,0
36,0.2049,1,False,True,0
36,0.1635,1,True,True,0
60,0.1169,1,True,True,0
36,0.2725,1,True,True,0
60,0.2632,1,False,True,0
36,0.1225,0,True,True,0
36,0.3177,1,False,True,0
36,0.2909,1,False,True,0
36,0.1087,1,False,True,0
36,0.1159,1,False,True,0
36,0.1774,1,True,True,0
36,0.2,1,False,True,0
36,0.13,0,False,True,1
36,0.099,1,True,True,0
36,0.3125,3,False,False,0
36,0.19,0,True,True,0
36,0.1139,1,True,True,0
36,0.1559,2,True,True,0
36,0.0879,1,True,True,0
60,0.2925,1,True,True,0
36,0.0879,2,True,True,0
36,0.1795,1,True,True,0
36,0.0699,1,True,True,0
36,0.162,15,True,True,0
36,0.155,7,False,True,0
36,0.1768,18,True,True,0
60,0.2015,1,False,True,0
60,0.2179,1,True,True,0
36,0.2492,2,True,True,0
36,0.1189,1,True,True,0
36,0.0865,7,False,True,0
36,0.17,1,True,True,0
36,0.14,1,True,True,0
60,0.2672,1,True,True,0
36,0.2075,0,False,True,0
36,0.15,0,False,True,2
36,0.199,2,True,True,0
36,0.1655,1,True,True,0
60,0.0869,1,True,True,0
36,0.162,1,False,True,0
60,0.1334,1,True,True,0
36,0.1153,6,False,True,0
36,0.1599,1,True,True,0
36,0.17,0,False,True,0
60,0.3304,1,False,True,0
36,0.2099,1,False,False,0
36,0.201,0,True,True,1
36,0.1445,0,True,True,0
36,0.3177,1,False,True,0
36,0.3099,3,False,False,0
36,0.3,1,False,True,0
36,0.1535,1,True,True,0
36,0.1685,1,True,True,0
60,0.1385,7,True,True,0
36,0.2049,1,False,True,0
60,0.3027,13,False,True,0
36,0.0759,1,True,True,0
60,0.2059,1,True,True,0
36,0.3177,1,False,True,0
36,0.143,1,False,True,0
36,0.2999,7,False,False,0
36,0.184,1,True,False,0
60,0.1239,1,False,True,0
36,0.2295,6,False,True,0
36,0.3177,3,True,True,0
60,0.1519,2,True,True,0
36,0.2287,1,True,True,0
60,0.1399,1,True,True,0
36,0.2699,7,False,False,0
36,0.1449,1,True,True,0
60,0.1099,2,True,True,0
60,0.1579,2,False,True,0
36,0.1274,1,False,True,0
36,0.0974,7,True,True,0
36,0.1,0,False,True,0
36,0.1034,1,True,True,0
60,0.1579,2,False,True,0
36,0.1465,3,False,True,0
36,0.07,0,False,True,0
36,0.1639,1,False,True,0
36,0.162,1,True,False,0
60,0.1819,9,True,True,0
36,0.075,1,True,True,0
36,0.0714,1,False,True,0
60,0.3304,2,False,True,0
36,0.197,7,False,True,0
36,0.29,0,False,True,0
36,0.2124,1,True,True,0
36,0.1139,1,True,True,0
36,0.3177,13,False,True,0
36,0.1365,3,True,True,0
36,0.2148,2,False,True,0
60,0.2045,1,False,True,0
36,0.2088,0,False,True,0
36,0.3199,7,True,True,0
60,0.155,1,True,True,0
36,0.155,0,True,True,0
36,0.35,1,True,True,0
36,0.1509,1,False,True,0
36,0.132,0,False,True,0
36,0.0799,1,True,True,0
36,0.29,0,False,True,0
36,0.0989,0,True,True,0
36,0.1099,1,True,True,0
36,0.2371,1,False,True,0
36,0.08,1,False,False,1
36,0.0899,2,False,True,0
12,0.1304,1,True,True,0
36,0.35,3,True,False,0
36,0.0839,1,False,False,0
36,0.23,0,False,True,0
60,0.1765,2,False,True,0
36,0.2225,0,False,True,0
60,0.1465,1,False,True,0
36,0.2624,1,True,True,0
36,0.1355,1,False,True,1
36,0.3177,19,False,False,0
60,0.1875,7,False,True,0
36,0.1203,1,True,True,0
36,0.1045,4,False,True,0
36,0.1459,1,False,True,0
60,0.194,1,False,True,0
36,0.0799,3,False,True,0
36,0.1045,4,False,True,0
36,0.127,1,False,True,0
36,0.199,1,True,True,0
60,0.2085,18,True,True,0
36,0.24,0,False,True,0
36,0.2346,1,True,True,0
36,0.0999,1,False,True,0
36,0.1734,1,False,True,0
36,0.094,3,True,True,0
36,0.1299,1,False,False,0
36,0.3073,1,True,True,0
36,0.0974,3,True,True,0
36,0.12,0,False,True,1
60,0.2085,7,False,True,0
60,0.149,2,True,True,0
36,0.165,0,True,True,0
36,0.173,1,True,True,0
36,0.2,1,True,True,0
60,0.1419,1,True,True,0
36,0.118,4,False,True,0
60,0.1349,1,False,True,0
36,0.1799,6,True,True,0
60,0.1314,1,True,True,0
60,0.197,1,True,True,0
60,0.1169,3,True,True,0
36,0.35,2,True,True,0
36,0.1899,1,True,True,0
36,0.0949,1,True,True,0
36,0.0869,1,True,True,0
36,0.098,1,True,False,0
36,0.099,1,True,True,0
60,0.1399,1,True,True,0
60,0.1334,1,True,True,0
36,0.0749,16,True,True,0
60,0.1076,1,False,True,0
36,0.099,1,False,True,0
60,0.162,1,True,True,0
36,0.295,7,False,True,0
36,0.1371,3,False,True,0
36,0.15,0,False,True,1
60,0.2059,1,False,True,0
36,0.1254,1,True,True,0
36,0.35,7,False,True,0
60,0.1485,1,True,True,0
60,0.2579,14,False,True,0
36,0.28,1,True,True,0
36,0.3199,3,True,False,0
36,0.05,4,False,True,0
36,0.2324,13,False,True,0
36,0.2324,7,True,False,0
60,0.1695,1,True,True,0
36,0.29,0,False,True,0
36,0.132,7,True,True,0
36,0.108,1,True,True,0
36,0.25,0,False,True,0
60,0.1699,1,True,True,0
36,0.1199,1,True,True,0
36,0.21,0,True,True,0
36,0.3134,19,False,True,0
36,0.29,0,False,True,0
60,0.287,13,True,True,0
36,0.2699,7,False,False,0
36,0.1274,1,False,True,0
60,0.1435,1,False,True,0
36,0.12,0,True,True,0
36,0.1899,2,True,True,0
36,0.092,2,False,True,0
60,0.2085,1,False,True,0
36,0.2624,1,True,True,0
36,0.1299,14,False,True,0
36,0.1275,0,True,True,0
36,0.0759,1,True,True,0
36,0.1621,2,True,True,0
36,0.207,0,True,True,0
60,0.1769,1,True,True,0
36,0.2452,18,False,False,0
36,0.2599,0,False,True,0
36,0.125,0,True,True,0
36,0.0865,2,True,True,0
36,0.2346,1,False,True,0
36,0.1449,17,False,True,0
36,0.18,0,False,True,0
60,0.2359,1,False,True,0
36,0.14,1,False,True,0
36,0.18,0,True,True,0
36,0.2499,18,True,True,0
36,0.1459,1,True,True,0
36,0.083,0,True,True,0
36,0.0789,1,True,True,0
36,0.1875,1,True,True,0
36,0.2566,7,True,False,0
36,0.3177,15,False,True,0
36,0.2131,0,True,True,0
36,0.2475,0,False,True,0
36,0.1299,1,True,True,0
36,0.1875,1,True,True,0
36,0.199,7,True,True,0
60,0.152,1,True,True,0
36,0.0819,3,True,False,0
36,0.2375,0,False,True,0
36,0.3199,1,False,True,0
36,0.198,1,True,True,0
60,0.1169,1,False,False,0
36,0.25,3,True,True,0
36,0.1115,1,True,True,0
60,0.2379,1,False,True,0
36,0.071,1,False,True,0
36,0.0974,1,False,True,0
60,0.1685,1,False,True,0
36,0.15,0,False,True,0
36,0.29,0,False,True,0
60,0.1239,1,False,True,0
36,0.2699,1,True,True,0
36,0.1559,1,False,True,0
36,0.198,1,False,True,0
36,0.189,2,True,True,0
36,0.1485,4,False,True,0
36,0.1359,1,False,True,0
36,0.0839,1,False,True,0
36,0.177,4,False,True,1
36,0.3177,11,False,True,0
60,0.197,1,True,True,0
36,0.073,4,False,True,0
36,0.162,1,False,True,0
36,0.1679,15,False,True,1
36,0.1182,7,True,True,2
36,0.2492,1,True,True,0
36,0.285,1,True,True,0
36,0.1189,1,False,True,0
60,0.1699,15,False,True,0
36,0.2998,1,False,True,0
60,0.197,1,True,False,0
60,0.144,1,True,True,0
36,0.127,11,False,True,0
36,0.1034,2,True,True,0
36,0.277,19,True,False,0
36,0.3177,1,True,True,0
36,0.2,5,False,True,0
36,0.3149,3,True,False,0
60,0.1795,1,True,True,0
36,0.1725,1,False,True,0
36,0.1639,1,True,True,0
36,0.1621,14,False,True,0
60,0.2432,1,False,True,0
36,0.1239,1,False,True,0
36,0.1425,0,True,True,0
36,0.0769,1,True,True,0
60,0.1314,3,True,True,0
60,0.1099,1,True,True,0
36,0.1599,9,False,True,0
36,0.2399,7,True,True,0
36,0.162,7,True,True,0
36,0.3177,13,True,False,0
36,0.208,1,True,True,0
36,0.143,1,False,True,0
36,0.2899,1,True,True,0
60,0.1847,1,True,True,0
60,0.1535,1,True,True,0
60,0.1139,2,True,True,0
36,0.35,3,True,True,0
60,0.2015,2,False,True,0
36,0.0854,1,False,True,1
36,0.152,0,True,True,0
60,0.2736,1,True,True,0
36,0.1535,1,True,True,0
36,0.099,1,True,True,0
36,0.3075,1,True,True,0
36,0.2492,1,True,True,0
36,0.2958,1,False,True,0
36,0.26,0,False,True,0
12,0.0499,7,False,True,0
36,0.105,1,True,True,0
36,0.1449,15,False,True,0
36,0.059,3,True,True,0
36,0.15,0,True,False,0
36,0.1594,0,False,True,0
36,0.0974,1,False,True,0
36,0.2725,0,False,True,0
36,0.3177,1,False,True,0
36,0.0975,4,False,True,0
36,0.149,2,True,True,0
36,0.1299,1,False,True,0
36,0.185,0,False,True,1
36,0.1655,1,False,True,0
36,0.0935,4,True,True,0
36,0.3199,3,False,False,0
36,0.2629,7,False,True,0
36,0.2624,1,False,True,0
36,0.2845,0,True,True,0
60,0.2139,1,True,True,0
36,0.1249,1,True,True,0
36,0.149,0,True,True,0
36,0.0499,4,True,True,2
60,0.1189,1,True,True,0
36,0.0809,1,False,True,0
36,0.162,18,False,True,0
36,0.2599,1,False,True,0
36,0.1979,1,True,True,0
36,0.13,0,True,True,0
12,0.2499,7,False,True,0
60,0.2085,1,True,True,0
36,0.1695,0,False,True,0
36,0.176,1,False,True,0
36,0.1221,0,False,True,0
